"Number","Part No.","Part description","Free text","Vendor part no.","Group number","Group name","Quantity","Lot","Total","Tax","Total including tax","Unit cost","Currency","Total (in currency)","Tax (in currency)","Total including tax (in currency)","Unit cost (in currency)","Status","Product status","Created by","Created","Expected date","Arrival date","Order ID","Order date","Invoice ID","Invoice date","Due date","Shipped on","Delay","Vendor number","Vendor name","PO free text","B.W.E. Job ID","PO Emailed","Attention","NOTES","ACCOUNT","Notes","BWE added value cost","Buy Price","Supplier 1","S1 Buy price","Vender Part Number","Supplier 2","S2 Buy Price","Vender 2 Part Number","Sell Price"
"PO00168","RHS 100x100x3 Aluminium 6060 T5 AL","RHS 100x100x3 Aluminium 6060 T5 AL","1x 6m Length",,"AG00009.14","Material Raw RHS Aluminium",3.25,"L00715",98.8,9.88,108.68,30.4,"AUD",98.8,9.88,108.68,30.4,"Received","Received","David C","17/10/2025","24/10/2025","23/10/2025",,"20/10/2025",75226868,"22/10/2025","30/11/2025",,0,"V00114","ACTION ALUMINIUM",,"STOCK","Y","DAVID C",,"N",,,,,,,,,,
"PO00167","1.6mm Tread Plate Aluminum","1.6mm Tread Plate Aluminum","2400 x 1200",,"AG00009.28","Material Raw Tread Plate",1,"L00709",98,9.8,107.8,98,"AUD",98,9.8,107.8,98,"Received","Received","Kemal","16/10/2025","17/10/2025","22/10/2025",,"16/10/2025","SO 5059088SB-1","16/10/2025","20/10/2025",,5,"V00313","Dalsteel Metals",,,,,,,,,,,,,,,,
"PO00167","1.6mm Tread Plate Aluminum","1.6mm Tread Plate Aluminum","3000 x 1500",,"AG00009.28","Material Raw Tread Plate",2,"L00708",282,28.2,310.2,141,"AUD",282,28.2,310.2,141,"Received","Received","Kemal","16/10/2025","17/10/2025","22/10/2025",,"16/10/2025","SO 5059088SB-1","16/10/2025","20/10/2025",,5,"V00313","Dalsteel Metals",,,,,,,,,,,,,,,,
"PO00167","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00710",75,7.5,82.5,75,"AUD",75,7.5,82.5,75,"Received","Received","Kemal","16/10/2025","17/10/2025","22/10/2025",,"16/10/2025","SO 5059088SB-1","16/10/2025","20/10/2025",,5,"V00313","Dalsteel Metals",,,,,,,,,,,,,,,,
"PO00166","16mm Plate Aluminium 5083","16mm Plate Aluminium 5083","2400 x 1200",,"AG00009.10","Material Raw Sheet & Plate Aluminium",2.88,"L00702",959.04,95.9,1054.94,333,"AUD",959.04,95.9,1054.94,333,"Received","Received","Kemal","15/10/2025","22/10/2025","21/10/2025",,"15/10/2025","014019IB","21/10/2025","17/10/2025",,0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,1,"Y","DERRYN F",,"Y",,,,,,,,,,
"PO00166","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00703",75,7.5,82.5,75,"AUD",75,7.5,82.5,75,"Received","Received","Kemal","15/10/2025","22/10/2025","21/10/2025",,"15/10/2025","014019IB","21/10/2025","17/10/2025",,0,"V00105","TSM - THE STEEL MARKET PTY. LTD",,1,"Y","DERRYN F",,"Y",,,,,,,,,,
"PO00165","A0000735","LABOUR ONLY","FOLD SITE BOX LID",,"AG00004.1","Vaclift",1,"L00705",65,6.5,71.5,65,"$",65,6.5,71.5,65,"Received","Received","David C","15/10/2025","23/10/2025","21/10/2025",,"17/10/2025",20260249,"22/10/2025","19/11/2025","01/12/2025",0,"V00145","CUSTOM TRUCK BODIES AND TRAILERS",,"STOCK",,,,,,,,,,,,,,
"PO00165","A0000827","CVLBMP SITE BOX WELDMENT","PAINT FRAME BLAZE BLUE",,"AG00004.1","Vaclift",1,,425,42.5,467.5,425,"$",425,42.5,467.5,425,"Received","Received","David C","15/10/2025","23/10/2025","21/10/2025",,"17/10/2025",20260249,"22/10/2025","19/11/2025","01/12/2025",0,"V00145","CUSTOM TRUCK BODIES AND TRAILERS",,"STOCK",,,,,,,,,,,,,,
"PO00164","PHV_470_225_002","PHV Vulcanized Rubber Plate 470x225","WIP BLAST ONE SIDE ONLY",,"AG00004.1","Vaclift",42,"L00699",8223.6,822.36,9045.96,195.8,"AUD",8223.6,822.36,9045.96,195.8,"Received","Received","David C","15/10/2025","22/10/2025","21/10/2025",,"15/10/2025","INV-BPC18903","23/10/2025","30/11/2025",,0,"V00183","BUNDALL POWDER COATING",,"STOCK","Y","DAVID C",,"Y",,,,,,,,,,
"PO00163","NOY_GNG_005","Trigger Tube","POWDER COAT",,"AG00064","OUTSIDE CUSTOMER",10,,80,8,88,8,"$",80,8,88,8,"Received","Received","David C","15/10/2025","23/10/2025","29/10/2025",,"15/10/2025","INV-BPC18902","05/11/2025","30/12/2025",,6,"V00183","BUNDALL POWDER COATING",,"NOY INDUSTRIES","Y","DAVID C",,"Y",,,,,,,,,,
"PO00163","NOY_GNG_006","BARREL Tube","POWDER COAT",,"AG00064","OUTSIDE CUSTOMER",10,,160,16,176,16,"$",160,16,176,16,"Received","Received","David C","15/10/2025","23/10/2025","29/10/2025",,"15/10/2025","INV-BPC18902","05/11/2025","30/12/2025",,6,"V00183","BUNDALL POWDER COATING",,"NOY INDUSTRIES","Y","DAVID C",,"Y",,,,,,,,,,
"PO00163","NOY_GNG_007","BARREL END PLATE","POWDER COAT",,"AG00064","OUTSIDE CUSTOMER",10,,60,6,66,6,"$",60,6,66,6,"Received","Received","David C","15/10/2025","23/10/2025","29/10/2025",,"15/10/2025","INV-BPC18902","05/11/2025","30/12/2025",,6,"V00183","BUNDALL POWDER COATING",,"NOY INDUSTRIES","Y","DAVID C",,"Y",,,,,,,,,,
"PO00163","NOY_GNG_012","HANDLE","POWDER COAT",,"AG00064","OUTSIDE CUSTOMER",10,,120,12,132,12,"$",120,12,132,12,"Received","Received","David C","15/10/2025","23/10/2025","29/10/2025",,"15/10/2025","INV-BPC18902","05/11/2025","30/12/2025",,6,"V00183","BUNDALL POWDER COATING",,"NOY INDUSTRIES","Y","DAVID C",,"Y",,,,,,,,,,
"PO00163","NOY_GNG_015","HANDLE CLAMP","POWDER COAT",,"AG00064","OUTSIDE CUSTOMER",10,,80,8,88,8,"$",80,8,88,8,"Received","Received","David C","15/10/2025","23/10/2025","29/10/2025",,"15/10/2025","INV-BPC18902","05/11/2025","30/12/2025",,6,"V00183","BUNDALL POWDER COATING",,"NOY INDUSTRIES","Y","DAVID C",,"Y",,,,,,,,,,
"PO00163","NOY_GNG_015~01","HANDLE LONG CLAMP","POWDER COAT",,"AG00064","OUTSIDE CUSTOMER",10,,80,8,88,8,"$",80,8,88,8,"Received","Received","David C","15/10/2025","24/10/2025","29/10/2025",,"15/10/2025","INV-BPC18902","05/11/2025","30/12/2025",,5,"V00183","BUNDALL POWDER COATING",,"NOY INDUSTRIES","Y","DAVID C",,"Y",,,,,,,,,,
"PO00162","A0000817","PHV 470 x 225 x 122 H Hanger Plate To Suit TB50 Weldment","ELECTROPOLISH",,,,10,,250,25,275,25,"$",250,25,275,25,"Received","Received","David C","15/10/2025","15/10/2025","20/10/2025",,"15/10/2025",63488,"20/10/2025","30/11/2025",,5,"V00279","SOUTHERN STAINLESS",,,,,,"Y",,,,,,,,,,
"PO00162","A0000818","VACUUM PAD TO SUIT CORRIGATED IRON ASSEMBLY","ELECTROPOLISH",,"AG00004.1","Vaclift",3,,60,6,66,20,"$",60,6,66,20,"Received","Received","David C","15/10/2025","15/10/2025","20/10/2025",,"15/10/2025",63488,"20/10/2025","30/11/2025",,5,"V00279","SOUTHERN STAINLESS",,,,,,"Y",,,,,,,,,,
"PO00162","PR_W_065_002","Round Pad Ø150 Spring Mounted 179H TB65 TP Mount Weldment","ELECTROPOLISH",,"AG00004.1","Vaclift",7,,105,10.5,115.5,15,"$",105,10.5,115.5,15,"Received","Received","David C","15/10/2025","23/10/2025","20/10/2025",,"15/10/2025",63488,"20/10/2025","30/11/2025",,0,"V00279","SOUTHERN STAINLESS",,,,,,"Y",,,,,,,,,,
"PO00161","A0000804","""Emira 3"" E-Polished",,,,,1,"L00677",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Kemal","15/10/2025","15/10/2025","17/10/2025",,"15/10/2025",1,,"17/10/2025",,2,"V00279","SOUTHERN STAINLESS",,"STOCK","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00161","A0000805","""M Two"" E-Polished",,,,,1,"L00678",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Kemal","15/10/2025","15/10/2025","17/10/2025",,"15/10/2025",1,,"17/10/2025",,2,"V00279","SOUTHERN STAINLESS",,"STOCK","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00161","A0000807","""Audacious"" E-Polished",,,,,1,"L00679",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Kemal","15/10/2025","15/10/2025","17/10/2025",,"15/10/2025",1,,"17/10/2025",,2,"V00279","SOUTHERN STAINLESS",,"STOCK","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00160","A00141","FREIGHT INWARD","FREIGHT",,"AG00011","FREIGHT INWARD",1,"L00716",35,3.5,38.5,35,"AUD",35,3.5,38.5,35,"Received","Received","David C","13/10/2025","24/11/2025","17/10/2025",,"13/10/2025",39044178,"14/10/2025","18/10/2025",,0,"V00314","PSI FLUID POWER","CONTACT MARTIN TURNER",,,,,,,,,,,,,,,
"PO00160","VLPA-099","VACUUM CUP FLAT OVAL 300X40 NBR - GREY",,"9.300X40.064.1GR","AG00005.2","Air System",20,"L00676",3596.6,359.66,3956.26,179.83,"AUD",3596.6,359.66,3956.26,179.83,"Received","Received","David C","13/10/2025","24/11/2025","17/10/2025",,"13/10/2025",39044178,"14/10/2025","18/10/2025",,0,"V00314","PSI FLUID POWER","CONTACT MARTIN TURNER",,,,,,,,,,,,,,,
"PO00159","A0000798","OSCAR II in 20mm opal acrylic with 6mm wide x 13mm deep groove","Please see file attached",,,,2,"L00673",792.9,79.29,872.19,396.45,"$",792.9,79.29,872.19,396.45,"Received","Received","Kemal","10/10/2025","10/10/2025","22/10/2025",,"10/10/2025",00051118,"22/10/2025","24/10/2025",,12,"V00249","BELOVED ORANGE",,,,,,,,,,,,,,,,
"PO00158","A0000796","LED component and silicone encapsulation fitted into the letters supplied by you (2 x OSCAR II","2 x signs total",,,,1,"L00670",1910,191,2101,1910,"$",1910,191,2101,1910,"Received","Received","Kemal","09/10/2025","09/10/2025","03/11/2025",1,"09/10/2025",1,"03/11/2025","30/11/2025","03/11/2025",25,"V00214","NPA (NEON PRODUCTS AUSTRALIA) PTY LTD",,"STOCK","Y","DERRYN F",,,,,,,,,,,,
"PO00158","A0000797","Casambi blue tooth dimmers","2 x dimmers",,,,1,"L00671",300,30,330,300,"$",300,30,330,300,"Received","Received","Kemal","09/10/2025","09/10/2025","03/11/2025",1,"09/10/2025",1,"03/11/2025","30/11/2025","03/11/2025",25,"V00214","NPA (NEON PRODUCTS AUSTRALIA) PTY LTD",,"STOCK","Y","DERRYN F",,,,,,,,,,,,
"PO00158","A00141","FREIGHT INWARD","Freight back to BWE once job is complete. TBD.",,"AG00011","FREIGHT INWARD",1,"L00672",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Kemal","09/10/2025","09/10/2025","03/11/2025",1,"09/10/2025",1,"03/11/2025","30/11/2025","03/11/2025",25,"V00214","NPA (NEON PRODUCTS AUSTRALIA) PTY LTD",,"STOCK","Y","DERRYN F",,,,,,,,,,,,
"PO00157","A0000795","1.95 Galvabond G2 Z275 100mm (coil) (1 tonne)",,,,,1,"L00668",2391.34,239.13,2630.47,2391.34,"AUD",2391.34,239.13,2630.47,2391.34,"Received","Received","Kemal","09/10/2025","13/10/2025","10/10/2025",,"09/10/2025",2608566,"10/10/2025","16/10/2025",,0,"V00251","VULCAN COIL DIVISION",,0,"Y","DAVID C",,,,,,,,,,,,
"PO00157","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00669",95,9.5,104.5,95,"AUD",95,9.5,104.5,95,"Received","Received","Kemal","09/10/2025","13/10/2025","10/10/2025",,"09/10/2025",2608566,"10/10/2025","16/10/2025",,0,"V00251","VULCAN COIL DIVISION",,0,"Y","DAVID C",,,,,,,,,,,,
"PO00156","1.6mm Tread Plate Aluminum","1.6mm Tread Plate Aluminum","2400 x 1200",,"AG00009.28","Material Raw Tread Plate",2,"L00665",196,19.6,215.6,98,"AUD",196,19.6,215.6,98,"Received","Received","Kemal","09/10/2025","10/10/2025","13/10/2025",,"09/10/2025","PF 5058929B-1","09/10/2025","10/10/2025",,3,"V00313","Dalsteel Metals",,,,,,,,,,,,,,,,
"PO00156","1.6mm Tread Plate Aluminum","1.6mm Tread Plate Aluminum","3000 x 1500",,"AG00009.28","Material Raw Tread Plate",2,"L00666",282,28.2,310.2,141,"AUD",282,28.2,310.2,141,"Received","Received","Kemal","09/10/2025","10/10/2025","13/10/2025",,"09/10/2025","PF 5058929B-1","09/10/2025","10/10/2025",,3,"V00313","Dalsteel Metals",,,,,,,,,,,,,,,,
"PO00156","FREIGHT","FREIGHT",,,,,1,"L00667",75,7.5,82.5,75,"AUD",75,7.5,82.5,75,"Received","Received","Kemal","09/10/2025","10/10/2025","13/10/2025",,"09/10/2025","PF 5058929B-1","09/10/2025","10/10/2025",,3,"V00313","Dalsteel Metals",,,,,,,,,,,,,,,,
"PO00155","6mm Mild Steel Plate AS 3678 Grade 250-del1768882920","6mm Mild Steel Plate AS 3678 Grade 250","2400 x 1200",,"AG00009.15","Material Raw RHS Steel",2,"L00660",383.38,38.34,421.72,191.69,"$",383.38,38.34,421.72,191.69,"Received","Received","Kemal","09/10/2025","09/10/2025","13/10/2025",,"09/10/2025","PF INV SO1058923","09/10/2025","10/10/2025",,4,"151193+","SELECTION STEEL",,,,,,"N",,,,,,,,,,
"PO00155","A0000791","8mm Mild Steel Plate Grade 250","2400 x 1200",,"AG00009.15","Material Raw RHS Steel",2,"L00661",515.46,51.55,567.01,257.73,"$",515.46,51.55,567.01,257.73,"Received","Received","Kemal","09/10/2025","09/10/2025","13/10/2025",,"09/10/2025","PF INV SO1058923","09/10/2025","10/10/2025",,4,"151193+","SELECTION STEEL",,,,,,"N",,,,,,,,,,
"PO00155","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00662",80,8,88,80,"$",80,8,88,80,"Received","Received","Kemal","09/10/2025","09/10/2025","13/10/2025",,"09/10/2025","PF INV SO1058923","09/10/2025","10/10/2025",,4,"151193+","SELECTION STEEL",,,,,,"N",,,,,,,,,,
"PO00154","A0000788","PB_02- TOP ADAPTOR WELDMENT",,,,,1,"L00659",145,14.5,159.5,145,"$",145,14.5,159.5,145,"Received","Received","David C","08/10/2025","17/10/2025","23/10/2025",,"08/10/2025","INV-BPC18878","23/10/2025","30/11/2025",,6,"V00183","BUNDALL POWDER COATING",,"STOCK",,"DAVID C",,"Y",,,,,,,,,,
"PO00153","A0000784","LARGE DOOR FROM TECHSYS",,,"AG00064","OUTSIDE CUSTOMER",10,"L00656",0,0,0,0,"$",0,0,0,0,"Received","Received","Kemal","07/10/2025","07/10/2025","07/10/2025",,"07/10/2025",,,"07/10/2025","07/10/2025",0,"V00310","TECHSYS ENGINEERING",,,,,,,,,0,,,,,,,
"PO00152","A0000786","IZD20KPSEP SEPTONE PLASTIC PUMP TO SUIT 20KG CONTAINER",,10461500,"AG000011","WORKSHOP GENERAL SUPPLIES",1,"L00655",28.27,2.83,31.1,28.27,"$",28.27,2.83,31.1,28.27,"Received","Received","Admin","07/10/2025","20/09/2025","20/09/2025",,"18/09/2025","INV-29272","19/09/2025","30/10/2025",,0,"V00136","RITE PRICE DISTRIBUTORS",,"STOCK",,"DERRYN F",,,,,28.27,"RITE PRICE DISTRIBUTORES",,,,,,
"PO00151","A0000776","m3x16 pan phillips ZP","BOX",,"AG00004.1","Vaclift",200,"L00652",9.72,0.97,10.69,0.0486,"$",9.72,0.97,10.69,0.0486,"Received","Received","Kemal","02/10/2025","10/10/2025","03/10/2025",,"02/10/2025","INV-46837","02/10/2025","03/10/2025",,0,"V00128","BUILD IT FASTENERS",,,,,,,,,,,,,,,,
"PO00151","A0000777","STANLEY KNIFE",,,,,2,"L00653",24,2.4,26.4,12,"$",24,2.4,26.4,12,"Received","Received","Kemal","02/10/2025","10/10/2025","03/10/2025",,"02/10/2025","INV-46837","02/10/2025","03/10/2025",,0,"V00128","BUILD IT FASTENERS",,,,,,,,,,,,,,,,
"PO00151","A0000778","STANLEY KNIFE BLADES","PACKET",,,,1,"L00654",38.2,3.82,42.02,38.2,"$",38.2,3.82,42.02,38.2,"Received","Received","Kemal","02/10/2025","10/10/2025","03/10/2025",,"02/10/2025","INV-46837","02/10/2025","03/10/2025",,0,"V00128","BUILD IT FASTENERS",,,,,,,,,,,,,,,,
"PO00151","M6 FLAT WASHER ZP","M6 FLAT WASHER ZP","BOX",,,,200,"L00648",4,0.4,4.4,0.02,"$",4,0.4,4.4,0.02,"Received","Received","Kemal","02/10/2025","10/10/2025","03/10/2025",,"02/10/2025","INV-46837","02/10/2025","03/10/2025",,0,"V00128","BUILD IT FASTENERS",,,,,,,,,,,,,,,,
"PO00151","M6 NYLOC NUT ZP","M6 NYLOC NUT ZP","BOX",,"AG00007","Fastener",200,"L00649",6,0.6,6.6,0.03,"$",6,0.6,6.6,0.03,"Received","Received","Kemal","02/10/2025","10/10/2025","03/10/2025",,"02/10/2025","INV-46837","02/10/2025","03/10/2025",,0,"V00128","BUILD IT FASTENERS",,,,,,,,,,,,,,,,
"PO00151","M8 FLAT WASHER ZP","M8 FLAT WASHER ZP","BOX","M8WZPE","AG00007","Fastener",200,"L00650",4,0.4,4.4,0.02,"$",4,0.4,4.4,0.02,"Received","Received","Kemal","02/10/2025","10/10/2025","03/10/2025",,"02/10/2025","INV-46837","02/10/2025","03/10/2025",,0,"V00128","BUILD IT FASTENERS",,,,,,,,,,,,,,,,
"PO00151","M8 NYLOC NUT ZP","M8 NYLOC NUT ZP","BOX",,"AG00007","Fastener",200,"L00651",10,1,11,0.05,"$",10,1,11,0.05,"Received","Received","Kemal","02/10/2025","10/10/2025","03/10/2025",,"02/10/2025","INV-46837","02/10/2025","03/10/2025",,0,"V00128","BUILD IT FASTENERS",,,,,,,,,,,,,,,,
"PO00149","Round Tube Ø76 x 1.6 6060 T5 AL","Round Tube Ø76 x 1.6 6060 T5 AL","LENGTH 6M",,"AG00009.02","Material Raw CHS Steel",6,"L00643",58.5,5.85,64.35,9.75,"AUD",58.5,5.85,64.35,9.75,"Received","Received","David C","01/10/2025","01/10/2025","02/10/2025",,"01/10/2025",75224278,"01/10/2025","30/11/2025",,1,"V00114","ACTION ALUMINIUM","BWE TO PICKUP",,,,,"N",,,,,,,,,,
"PO00148","A0000768","20mm mild steel GR250","3000 x 1500 x 20mm",,,,1,"L00641",1451.81,145.18,1596.99,1451.81,"$",1451.81,145.18,1596.99,1451.81,"Received","Received","Kemal","30/09/2025","01/10/2025","01/10/2025",,"29/09/2025",2600024,"01/10/2025","30/11/2025",,0,"V00161","VULCAN PLATE PROCESSING",,0,,"DAVID C",,,,,,,,,,,,
"PO00148","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00642",60,6,66,60,"$",60,6,66,60,"Received","Received","Kemal","30/09/2025","01/10/2025","01/10/2025",,"29/09/2025",2600024,"01/10/2025","30/11/2025",,0,"V00161","VULCAN PLATE PROCESSING",,0,,"DAVID C",,,,,,,,,,,,
"PO00147","PB_04_008","TOP PLATE","PRESS AS PER DRAWING",,"AG00004.2","PipeBOSS",1,,240,24,264,240,"AUD",240,24,264,240,"Received","Received","David C","30/09/2025","30/09/2025","31/10/2025",,"15/10/2025","PF 132236","15/10/2025","15/10/2025",,31,"V00312","BENDWORX",,,,,,,,,,,,,,,,
"PO00147","PB_05_006","JAW FACE PLATE","PRESS AS DRAWN",,"AG00004.2","PipeBOSS",2,,120,12,132,60,"AUD",120,12,132,60,"Received","Received","David C","30/09/2025","30/09/2025","31/10/2025",,"15/10/2025","PF 132236","15/10/2025","15/10/2025",,31,"V00312","BENDWORX",,,,,,,,,,,,,,,,
"PO00141","PHV_470_225_W_002","PHV 470 x 225 x 122H Hanger Plate TB65 Weldment","ELTROPOLISH",,"AG00004.1","Vaclift",25,,500,50,550,20,"$",500,50,550,20,"Received","Received","David C","24/09/2025","08/10/2025","30/09/2025",,"24/09/2025",63389,"30/09/2025","30/10/2025",,0,"V00279","SOUTHERN STAINLESS",,,,,,"Y",,,,,,,,,,
"PO00140","A0000727","FORKLIFT GAS",,,,,3,"L00613",95.25,9.53,104.78,31.75,"$",95.25,9.53,104.78,31.75,"Received","Received","Kemal","23/09/2025","23/09/2025","26/09/2025",,"23/09/2025",4040212155,"29/09/2025","30/09/2025",,3,"V1210369","BOC GASES",,,,,,,,,,,,,,,,
"PO00140","A0000728","FORKLIFT GAS RETURN",,,,,3,"L00614",4.09,0.41,4.5,1.3633333333333,"$",4.09,0.41,4.5,1.3633333333333,"Received","Received","Kemal","23/09/2025","23/09/2025","26/09/2025",,"23/09/2025",4040212155,"29/09/2025","30/09/2025",,3,"V1210369","BOC GASES",,,,,,,,,,,,,,,,
"PO00140","A0000729","ARGO SHEILD LIGHT ""G""",,,,,1,"L00615",96.92,9.69,106.61,96.92,"$",96.92,9.69,106.61,96.92,"Received","Received","Kemal","23/09/2025","23/09/2025","26/09/2025",,"23/09/2025",4040212155,"29/09/2025","30/09/2025",,3,"V1210369","BOC GASES",,,,,,,,,,,,,,,,
"PO00140","A0000730","ARGO SHEILD LIGHT ""G"" RETURN",,,,,1,"L00616",2.76,0.28,3.04,2.76,"$",2.76,0.28,3.04,2.76,"Received","Received","Kemal","23/09/2025","23/09/2025","26/09/2025",,"23/09/2025",4040212155,"29/09/2025","30/09/2025",,3,"V1210369","BOC GASES",,,,,,,,,,,,,,,,
"PO00140","A0000731","OXY ""G""",,,,,1,"L00617",1,0.1,1.1,1,"$",1,0.1,1.1,1,"Received","Received","Kemal","23/09/2025","23/09/2025","26/09/2025",,"23/09/2025",4040212155,"29/09/2025","30/09/2025",,3,"V1210369","BOC GASES",,,,,,,,,,,,,,,,
"PO00140","A0000732","OXY ""G"" RETURN",,,,,1,"L00618",0,0,0,0,"$",0,0,0,0,"Received","Received","Kemal","23/09/2025","23/09/2025","26/09/2025",,"23/09/2025",4040212155,"29/09/2025","30/09/2025",,3,"V1210369","BOC GASES",,,,,,,,,,,,,,,,
"PO00139","20mm Plate Aluminium 5083","20mm Plate Aluminium 5083","2400 x 1200",,"AG00009.10","Material Raw Sheet & Plate Aluminium",2.88,"L00611",1209.6,120.96,1330.56,420,"$",1209.6,120.96,1330.56,420,"Received","Received","Kemal","23/09/2025","23/09/2025","01/10/2025",,"30/09/2025","013709IB","01/10/2025","02/10/2025",,8,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"STOCK","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00139","A0000726","2.5mm aluminium sheet","2400 x 1200",,,,5,"L00610",650,65,715,130,"$",650,65,715,130,"Received","Received","Kemal","23/09/2025","23/09/2025","01/10/2025",,"30/09/2025","013709IB","01/10/2025","02/10/2025",,8,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"STOCK","Y","DERRYN F",,"Y",,,130,,,,,,,
"PO00139","A0000758","5MM 316 STAINLESS STEEL","2400 X 1200",,,,1,"L00631",915,91.5,1006.5,915,"$",915,91.5,1006.5,915,"Received","Received","Kemal","23/09/2025","30/09/2025","01/10/2025",,"30/09/2025","013709IB","01/10/2025","02/10/2025",,1,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"STOCK","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00139","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00612",0,0,0,0,"$",0,0,0,0,"Received","Received","Kemal","23/09/2025","23/09/2025","01/10/2025",,"30/09/2025","013709IB","01/10/2025","02/10/2025",,8,"V00105","TSM - THE STEEL MARKET PTY. LTD",,"STOCK","Y","DERRYN F",,"Y",,,,,,,,,,
"PO00138","A0000526","BMGARSUPD20 SUPER BLAST GARNET D 80# TONNE","1 tonne x 4","BMGARSUPD20","AG00004.3","Water Jet Cutting",4,"L00609",2380,238,2618,595,"AUD",2380,238,2618,595,"Received","Received","Kemal","23/09/2025","23/09/2025","18/09/2025",,"23/09/2025","PRO FORMA 23/9/2025","23/09/2025","26/09/2025",,0,"V00198","INDUSTRIAL MINERALS",,,,,,,,,595.00,"INDUSTRIAL MINERALS",,,,,,
"PO00137","A00141","FREIGHT INWARD","FREIGHT","FREIGHT","AG00011","FREIGHT INWARD",1,"L00634",18.75,1.88,20.63,18.75,"$",18.75,1.88,20.63,18.75,"Received","Received","Admin","22/09/2025","30/09/2025","03/10/2025",,"22/09/2025","SF275497","25/09/2025","29/09/2025",,3,"V00294","Electus Distribution",,,,,,,,,,,,,,,,
"PO00137","VLPE-022","Battery Charger 110/240 350ma",,"MB3619","AG00005.3","Electrical",6,"L00607",118.86,11.89,130.75,19.81,"$",118.86,11.89,130.75,19.81,"Received","Received","Admin","22/09/2025","22/09/2025","03/10/2025",,"22/09/2025","SF275497","25/09/2025","29/09/2025",,11,"V00294","Electus Distribution",,,,,,,"SUPPLIER DESCRIPTION - 12V 1A SLA Battery Charger",,"$14.49",,,,"www.techbrands.com","'-",,
"PO00137","VLPE-037","Connector DC female Line 2.1mm",,"PS0526","AG00005.3","Electrical",12,"L00606",34.32,3.43,37.75,2.86,"$",34.32,3.43,37.75,2.86,"Received","Received","Admin","22/09/2025","22/09/2025","03/10/2025",,"22/09/2025","SF275497","25/09/2025","29/09/2025",,11,"V00294","Electus Distribution",,,,,,,,,"$2.86",,,,"www.techbrands.com","'-",,
"PO00137","VLPE-082","resistor 5K6 ohm for battery indicator",,"RR0590","AG00005.3","Electrical",4,"L00608",2.32,0.23,2.55,0.58,"$",2.32,0.23,2.55,0.58,"Received","Received","Admin","22/09/2025","22/09/2025","03/10/2025",,"22/09/2025","SF275497","25/09/2025","29/09/2025",,11,"V00294","Electus Distribution",,,,,,,,,".46c",,,,"'-","'-",,
"PO00136","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00942",25,2.5,27.5,25,"AUD",25,2.5,27.5,25,"Received","Received","Admin","22/09/2025","05/12/2025","01/10/2025",,"22/09/2025",3133,"17/11/2025",,"22/09/2025",0,"V00206","SPECIALISED ANODISING SERVICE",,0,,"DAVID C",,,,,,,,,,,,
"PO00136","PHV_470_225_005","PHV 470x225 Backing Plate","BLACK",534,"AG00004.1","Vaclift",4,"L00604",48,4.8,52.8,12,"AUD",48,4.8,52.8,12,"Received","Received","Admin","22/09/2025","22/09/2025","01/10/2025",,"22/09/2025",3133,"17/11/2025",,"22/09/2025",9,"V00206","SPECIALISED ANODISING SERVICE",,0,,"DAVID C",,,,,,,,,,,,
"PO00135","3mm Sheet Galvabond AS1397-G2 Z275","3mm Sheet Galvabond AS1397-G2 Z275","2400 x 1200 x 2.95mm",,,,10,"L00602",1233.8,123.38,1357.18,123.38,"AUD",1233.8,123.38,1357.18,123.38,"Received","Received","Kemal","19/09/2025","19/09/2025","30/09/2025",,"19/09/2025","SO0959388","29/09/2025","24/09/2025",,11,"151193+","SELECTION STEEL",,,,,,"N",,,123.38,,,,,,,
"PO00135","A00141","FREIGHT INWARD",,,"AG00011","FREIGHT INWARD",1,"L00603",80,8,88,80,"AUD",80,8,88,80,"Received","Received","Kemal","19/09/2025","19/09/2025","30/09/2025",,"19/09/2025","SO0959388","29/09/2025","24/09/2025",,11,"151193+","SELECTION STEEL",,,,,,"N",,,,,,,,,,
